,label,comments,ID
19,2,"a rể mình cũg ngoại tình , về bỏ vợ và 2 con , h lấy vợ mới nuôi con ngta , cho mẹ ruột thuê nhà khác ở riêng giờ suốt n username y nợ chu cấp , vậy a đó khổ",21
20,0,"hay chị gái mình khổ , bn năm vất vả lo toan gdinh giờ tay trắg . ng chọn con đường sai ko nên đổ lỗi cho hoàn cảnh",22
21,2,ủa ô ơi.vậy ai chăm con.ô đi làm cả tháng rảnh cho con ô 5tr.vậy ô ko tính vk ô nghỉ làm chăm con.thế ốm đau hay những n username y con ko đi học vk ô pải nghỉ làm để trông con.sao ô lại suy nghĩ nthe nhỉ,23
22,0,đừng lấy  username kiến c username  username  nói nữa bạn.cố suy xét hoàn cảnh ý,24
23,2,chả ai nói 5tr nhỏ. cái ngta nói là câu c username ện đằng sau đó. sao cứ phải lên giọng trịch thượng trong khi còn ko hiểu rõ cái vấn đề????,25
24,2,r bạn nghỉ 1 đứa con gái vừa làm nuôi con mà có nhận đc trợ cấp có 5tr bạn nghỉ 5tr đó to qu username nuôi tốt 1 đứa trẻ à,26
25,0,ngta nói là 5tr so sánh với thu nhập cao của jack chứ ko ai phán xét số 5tr đó ít hay nh. nuôi con chẳng bh là đủ cả nếu muốn con bằng bạn bằng bè,27
26,0,"công dân  username  thường thì ai nói bác ơi…quả này là hót họt ngta mới đáng nhắc tới chứ bác username bác căng thế,",28
27,2,"chấp làm gì đám thanh niên tik tok này hả bác username chắc j tụi nó chửi bới ở đây, tháng làm ra đc nổi 5tr chứ ",29
28,0,căn bản lượng thu nhập là bao nhiêu m kiếm vài trăm tr một tháng chu cấp cho con vỏn vẹn 5tr ở thành phố lớn 5tr ko đủ tiền sinh hoạt cho trẻ,30
29,0,người ta giáp người ta bảo nuôi con năm triệu của ai đó username username ng ngt có chê 5 triệu đó bé đâu,31
30,0,vậy b có con chưa b ơi.chưa kể lúc ốm đau hay con đi viện bạn nhỉ.tiền sữa ăn học ko cũng 5tr nhé.,33
31,1,""" thử đi lấy vợ rồi có con riêng xem "" ? về bảo bố m vậy nhá",34
32,2,5  username  = 1 jack đó ạ,35
33,2,ông cháu k biết cái gì cả.bó ra bao nhiêu tiền gặp messi username username ng nuôi con 5tr 1 tháng,36
34,0,"vậy chắc bạn rất vất vả ms kiếm dc 5tr nên b nghĩ nó to , tôi nghèo username username g 1 tháng 2 con hơn chục k đủ lo cho con b nhé",37
35,-1,jay jqka2 báo sâm.  username  câu này là gì nhỉ,38
36,-1,"hợp vần th bn,chứ câu messi vs jack lquan gì đâu =)))",39
37,-1,khịa username đó,40
38,-1,"liên quan mà, jack chụp hình dới messi đó =]]",41
39,0,ko biết vụ messi với jack à fen,42
40,0,jack lấy hình ảnh messi vào mv khi k xin phép đó,43
41,0,"sai r bn, câu đấy là câu để chốt là win r ý, câu trc ""xg vụ này ik"" là  username  màn rap ý bn, vừa vần vừa  username  nhe",44
42,0,không có gì là không liên quan đâu :))))),45
43,0,vì nó thích ,46
44,0,xuanpac có cái biệt danh jayj thì thêm qka2 thành dây jqka2 chả báo sâm =))),47
45,0,biết chơi sâm k bác :v,48
46,0,mình lại ko hiểu theo  username  đen :))),49
47,-1,jack username đó,50
48,-1,sảnh rồng :))),51
49,0,đây là battle khen jay jqka2 báo sâm là đang khen bên kia chắc chắn thắng ấy :))))),52
50,0,cứ tưởng nó có liên quan đến troll rách :)),53
51,-1,thanh niên chưa trải,55
52,1,"câu thương hiệu của xuanpac, k có  username  gì cụ thể nhma nó vui nhạc xuanpac mà k có ""jqka báo sâm chết con cụ m đi thì k phải nhạc"" xuanpac",56
53,0,jay z là tên rapper còn jqka2 là báo sâm đó b :)),57
54,0,cái này là battle khen đối thủ hả,58
55,-1,này là thể loại rap j vậy mn k hiểu lắm,59
56,-1,khen đối thủ :))),60
57,-1,battle rap no beat,61
58,-1,battlefreestyle,62
59,-1,"battle freestyle khác nhé. này là có chuẩn bị trước, lúc đấu ứng biến thêm thôi",63
60,-1,nhầm nhầm sr,64
61,-1,battle rap no beat,65
62,-1,no username beat,67
63,-1,rap username vần,68
64,1,rap kiểu lò gì vậy,69
65,-1,rap kiểu rap,70
66,-1,rap battle no beat thể loại khen nhau ,71
67,1,rap xl username username tuổi trẻ bây h nghe vậy là hay cười haha mà mình chả thấy hay ho j,72
68,1,rap cai lol que,73
69,2,"hiểu đơn giản là rap nâng tầm đối thủ, còn nói nó thô tý là rap tự nhục",74
70,0,m username đến phần tao nuôi con 5  username  moẹ cười phột luôn may là ko ăn cơm,75
71,-1,thế đi thay quần đi ,76
72,2,văn ho username giới trẻ giờ nó lạ thật :)),78
73,0,"cái này có từ chục năm trc r,",79
74,0,giờ mới biết xong kêu bây giờ lạ =)),80
75,0,này nó ra đời từ thời bạn chưa đc nặn ra .,81
76,2,bọn này cho ăn học cho phí bạn,82
77,-1,kid,83
78,0,ông mới lạ username username ông ơi :))),84
79,-1,"đại vũ ơi, phúc du tới kìa",85
80,-1,xuanpac kẻ luôn chiếm spotlight :)),86
81,-1,:)) mỗi lần lên hài thì thôi rồi,87
82,2,hỏng 1 thế hệ,88
83,0,chuẩn username bác,89
84,-1,thật sự :)),90
85,0,bác lại overthingking r,91
86,1,hỏng thế dell nào lên án thứ đàn ông ko có trách no mà hỏng là hỏng chỗ mẹ nào hay you là jack thứ 2 :))),92
87,-1,is not that deep,93
88,2,cụ đi tàu sáu ván r mà con cháu vác lên cho chết lần nữa. chịu thế hệ,94
89,2,j97 không cay đâu ,95
90,0,ô người anh em,96
91,0,ô người ae ,97
92,0,"ô người anh em , đi comment dạo à",98
93,0,chắc là k cay đâu,100
94,2,caydodai username thôi,101
95,2,nó có coi mấy loại này đâu mà cay,102
96,2,thì nó có phải rapper đâu mà coi ,103
97,0,nhầm. st và j97 đều biết rap và xuất nghề có liên quan tới rap,104
98,2, username ng giờ ai công nhận dách là ráp bơ ,105
99,2,mà rap được vài câu cũng được gọi là ráp bơ thì anh cũng đã là ráp bơ rồi,106
100,3,namki,107
101,2,rap hay là hài độc thoại vậy,108
102,0,hài độc thoại gọi battle rap bằng cụ,109
103,0,battle rap gọi hài đọc thoại bằng ông nội,110
104,2,chả ai cãi làm gì. 1 cái phải mồi setup cả buổi để chốt câu cuối nhạt nhẽo; 1 cái cứ 2 câu 1 câu setup 1 punchline chốt liên tục cả trận thì đủ hiểu cái nào hay hơn rồi ,111
105,0,"battle no beat rap, cho ai chưa biết đây là 1 trong những cái nôi sinh ra phúc du",112
106,0,cười hơn hài độc thoại ,113
107,2,đây là battel rap no beat việc học quan trọng lắm con,115
108,1,cho hỏi là rap thì liên quan con mẹ j vc học,116
109,1,mầy không học thì mầy comment là hài độc thoại à ? chứ mầy biết nó là cái đéo gì,117
110,1,"học flow, học vần, học punchline?học kiến thức xã hội để battle chứ cc gì?",118
111,0,battel cơ à =))))))))))),119
112,0,mình cũng thấy hợp vs hài độc thoại. hay ai gửi cho rách hộ cái,120
113,0,battle rap nó thế mà,121
114,-1,ah thế ah,122
115,0,chuẩn mà bạn. động vào idol mến à kkk,123
116,0,ko. bạn là nhất,124
117,0,chương trình j đây ae,125
118,-1,dissneeland,126
119,-1,tên khác r ní xneeland,127
120,0,:))) nó vẫn là dissneeland chẳng qua số 9 k username username thuỷ nên mc ill lấy xneeland :)) bạn nhé,128
121,0,đây là dissneeland 9 đó ,129
122,0,dissneeland 9 có lâu rồi nma chỉ cho thành viên đăng ký trên youtube xem được thôi,130
123,0,x username username là 9 đó bạn ,131
124,0,the voice kid nhé bạn,132
125,-1,chủi username lọn,133
126,0,hhh username username ng mà em thấy nội dung nó hơi ko có hiểu,134
127,0,dù hiểu đang khịa ai nma nội dung liên kết ấy ạ,135
128,-1,đ có beat nó cứ kiểu gì í :))),136
129,-1,freestyle username mà,137
130,0,"tôi bt tôi cũng hay ra hồ giảng võ xem , username username ng mà thích nghe beat hơn ",138
131,0,mấy cái này muốn có beat cũg đc nhưg mà hình như ít bên nc ngoài cũg z,139
132,0,này là battle no beat chứ k phải freestyle,140
133,0,no beat nó k phải freestyle,141
134,0,bộ môn này là ko beat mà ,142
135,0,bt mà ,143
136,2,thế bạn hiểu gì về rap ?,144
137,0,t đ hiểu gì về rap username username ng t chơi dc freestyle t đớp dc boom bap t xoáy dc trap beat t nhảy dc type beat :/ mới chơi freestyle dc 2 năm b ơi :(( còn nghe rap thì từ lúc nào ko nhớ ạ ,145
138,2,b đọc hiểu có vấn đề à mà hỏi lại mình kiểu vậy ? thế b hiểu gì về rap ?,146
139,0,đây là nghệ thuật gì,147
140,0,này là chửi nhau hả,148
141,0,battle khen mà ông,149
142,0," sao tui thấy  username  kiểu chửi ý, chắc tại tui ko hợp cái này",150
143,2,ông ngây thơ thật kkk,151
144,0,đỉnh cao của chửi là tưởnng nó khen mình,152
145,0,này là làm thơ bạn ơi,153
146,2,chửi. chửi rách 5 củ ,154
147,0,hài độc thoại à,155
148,-1,độc thoại khác ạ,156
149,0,nhìn mặt ông này cứ  username  ông dưa leo ấy,157
150,-1, thấm đii elm,158
151,-1,thấm ko nổi á,159
152,3,sao tụi bay cứ parky namky v,160
153,0,có thể k phải người vn,161
154,-1,hoặc b biết tại sao bf ít pbvm r đấy,162
155,-1,n username username á,163
156,2,gia phả hình tròn hay nói thế,164
157,2,domdom con nó cay,165
158,-1,nick ảo tụi phản động ý mà,166
159,0,kệ mấy thằng lăng nhăng đó đi,167
160,-1,    clm hài,168
161,-1,hetcuu(  ŏ  ŏ ),169
162,-1, châu hiểu k,170
163,0,hiểu username nha,171
164,-1, username :v,172
165,2,mặt buồn cười vchhh,173
166,0, ngân nhìn mặt nó kìaaaa bưm! thần thái thế ,174
167,0,phải tag  username  anh vào :))),175
168,0,jack ko bao giờ bỏ con,176
169,-1,tác xa từ bao và giờ ra,177
170,-1, username . hay,178
171,-1,là s ta,179
172,2,khịa jack 5cu :),180
173,-1,ranh4,182
174,0,pha khịa nay qu username là vần luon,183
175,0,quan trọng vẫn là thần thái nha,184
176,0,nhìn mặt mà thấy nghiêm trọng vê lù,185
177,-1,  username  iu theế,186
178,0,mặt ổng hề ,187
179,-1,nín cười giữ lắm đó =))))),188
180,-1,hài vkl ,189
181,-1,battle khen hả mn ,190
182,-1,đúng username rồi,191
183,0,nhìn mặt ông xuân pắc buồn cười,192
184,0,mặt anh t username nh bơ ,193
185,0,nói  username  là. jack thì t biết chứ thằng này thì t chịu. ,194
186,3,bắc nam là ae kí đầu cali,195
187,0,t cười vì cái mặt của ổg:),196
188,-1,này là rap á,197
189,0,đây là cụ tổ của rap,198
190,-1,hình  username  bất tiện khen giải  username  thôi,199
191,-1,rap dis á.,200
192,0,battle khen dis đau ra,201
193,-1,thấy kiểu dis á,202
194,0,rap no beat! có từ lâu r,203
195,-1,battle username mà,204
196,0,chắc lần đầu xem nó thế,205
197,0,chửi nhau có vần,207
198,0,bản chất của rap đó,208
199,-1,battle no beat,209
200,0,rap no beat giải tự phát,210
201,-1,uh username đr,211
202,2,rap gì kỳ vậy ?,212
203,0,này rap battle mà ôg nên ko có beat,213
204,0,sao nhìn eminem khác dữ vậy,214
205,-1,có  username  loại một loại có beat một ko có,215
206,0,thấy trong phim eminem vẫn đấu như này nhưng có vần có nhịp đoàng hoàng mà ta đâu có giống đọc điếu như này,216
207,-1,mỗi người style khác nhau th,217
208,2,cái này là rap việt chứ k phải rap của người da màu đúng k username rap viẹt đã tiến ho username tới mức chơi 1 mình rồi,218
209,-1,có battle theo nhạc và battle no beat nha,219
210,2,này giống là đối văn đối thơ nhau thì đúng hơn username chả thấy tính nhạc ở đâu thì sao gọi là nhạc rap???,220
211,0,mệt ghê ta giải thích cho bọn m khản cổ r mà cứ kêu ko phải=)),221
212,0,mấy cái này khỏi giải thích biết lâu rồi username username ng rõ ràng quan điểm đây ko phải là nhạc username trò chơi vui vẻ battle đối chữ vs nhau thì đúng,222
213,2,bọn rap fan tháng 8 mà :)),223
214,0,còn nói giống đọc văn điếu nữa chứ=)))),224
215,-1,rap fan ag,225
216,2,biết mà vẫn nói đc mấy câu này,226
217,0,là khác quan điểm thế thôi username ,227
218,2,chịu ;))) mấy rap fan tháng 8,228
219,2,"khác qdiem thì đừng nghe chứ cái freestyle battle này under từ cái thời nào r,chứ rap fan thì nên nghe rạp việt thôi chứ mấy này trình đâu nghe",229
220,2,chắc nghe  username  mấy bài hot hot r bảo là rap fan=)),230
221,0, username ng mà coi mấy trận beef on stage này gieo vần đỉnh thật. giờ kh còn ai battle nhau nữa coi mấy này đỡ thèm ,231
222,0,"nói thật tôi vs nhiều ng khác nghe rap từ những thời lk,eminem từ lâu lắm rồi và rất nhiều ng chả coi đây là nhạc..đừng ấu trĩ  username  vậy nữa..nhẹ nhàng khác quan điểm đừng thể hiện ok?",232
223,2,"ừ thế bạn nghe tuef thờinlk ,eminem nói được câu đó thì bạn phải hiểu rõ cái thời under k đc biết đến nhiều thì nó rap  username  nào nhé ,ấu trĩ ? b đang nói b nghe xưa thì t kể chứ b lôi qdiem vào là sai r",233
224,0,"thời trc nữa tupac biggie rap vẫn có tính nhạc vẫn feel quẩy theo dc nhé…còn thời lk,eminem thì nhạc đã qu username hay rồi ko bàn thêm",234
225,0,thôi cứ tự vui với nhau đi  nhìn hài thật sự   username  kiểu hài đọc thoại,235
226,0,"đây là rap battle no beat, không phải nhạc rap nhé vì nó không có tính nhạc.",236
227,0,"eminem là freestyle r, còn ô này là đấu ko nhạc",237
228,0,rap battle chứ có phải nhạc đâu mà đòi,238
229,0,bruh bọn mễ nó chơi trước luôn ấy chứ ở đó mà ko với chả no username no beat punchline bọn ló chơi lâuuuuu r,239
230,0,"đây là thể loại battle kotd rap ko beat c username ên dùng để so punchline, fact, và cách đi flow, món này chỉ có miền bắc là chơi nhiều vì trong nam ko phổ biến môn này nên ko ai biết thôi",240
231,-1, username ng nó k đọc văn điếu ,241
232,0,"eminem cũng chơi k nhạc kìa , username username ng nó k chơi văn điếu",242
233,0,"môn đọc văn điếu này cũng có người chơi nhiều à , có mấy chỗ này đi xem hài cũng vui",243
234,0,"đừng chỉ xem vài cái gameshow mà b đã nghĩ là mk hiểu hết về rap, trên truyền hình họ hướng tới nhiều lứa tuổi còn đây nó  username  là văn ho username gốc của rap",244
235,2,văn hoá rap từ dân da màu username còn rap việt này tiếng hoá thành 1 loại văn điếu chơi 1 mình ,245
236,0,cả rap game có mỗi eminem thôi à,246
237,0,thế thì chú thử tra suppahotfire vs blueface đi nhé,247
238,2," username ng ổng là rap god username t k chơi rap mà t cũng biết tên ổng , t ít nghe mà t cũng biết ổng , còn rap này giống hài đọc thoại t hay xem ",248
239,2," thôi các bạn cứ đọc hài đi , nghe cũng hay hay",249
240,0,"thế tại sao các chương trình đc mua từ nc ngoài vẫn phải đi theo kịch bản tựa bản gốc, rap từ da màu thì đi theo văn ho username gốc có sao đâu,b ko thích có thể lướt qua đv mà",250
241,2,"k tui k thích lướt qua , tui thích khịa cái lũ này dc k , t rảnh mà  nhìn hài độc thoại mà k  username  luận 1 câu nó k thú vị",251
242,0,ôi anh đom đóm,252
243,0,ráp chửi đó,254
244,-1,rft8,255
245,0,sao mặt nó tỉnh dữ z ,256
246,0,rất tỉnh và đẹp trai,257
247,-1,yes username yes,258
248,3,parky là phe của son tung nhé.,259
249,0,điểm nhấn ở đấy đấy,260
250,3,parky,261
251,3,namky bỏ con cay,262
252,0,phái cái biểu cảm ông này ghê ,263
253,-1, username h,264
254,-1, van luong nhớ tới ai đó,265
255,3,t mê parky này ,266
256,3,namky,267
257,3,namkiki,268
258,2,cắn nhau kinh thế,269
259,2,ϐׁׅ֒ố ׁׅ݊àᨮׁׅ֮ ỉɑׁׅ֮ ᥣׁׅ֪υׁׅôׁׅ ᥎ׁׅàᨵׁׅ ׁׅ݊ặtׁׅ ᝯׁả hׁׅ֮ọ ׁׅhׁׅ֮à ׁׅ݊àᨮׁׅ֮ ׁׅhׁׅ֮ɑׁׅ֮ tׁׅhׁׅ֮ằׁׅᧁׁ ׁׅᧁׁhׁׁׅׅ֮ệtׁׅ ׁׅ֒úᝯׁ,270
260,-1,caliii,271
261,2,hình  username  tụi m lệch lạc nhận thức á. rõ là t nói t mê cái rap này mà thấy mấy đứa tay nhanh hơn não  username  mà  username  thấy avatar hoạt hình vs trù tượng. bạn bè của nhau hả ,272
262,0,kiki lại đây cho xương nek,273
263,-1,còn t mê mm,274
264,-1,mê cách m bị ngn hc,275
265,2,ảnh hưởng m à? mê cái cách m thích chĩa mõm vào việc k phải của m ,276
266,-1,em be banh bao chó : gâu gâu ẳg ẳg ứ ừ,277
267,-1,[],278
268,3,nammki là đom đóm hả,280
269,0,lên mạng kick war chửi bới pvbm thì hay lắm hả bạn,281
270,3,còn đỡ namky rap  username  tụng kinh,282
271,3,sắp đến n username y giải phóng namky rồi đấy ,283
272,0,jack đã xem và đánh giá,284
273,0,thích cái cách anh ấy nhịn cươid,285
274,2,con tao mà nó học cái thẻ loại này chắc tao từ nó mất,286
275,0,ơ đây là rap khen à ,287
276,-1,thì khen vế trước mà ,288
277,0,má coi mà cừ ná thở ,289
278,2,cái clip này t sẽ đăng khịa ck cũ t. nuôi con 5tr mà cả lò nhà nó nghĩ nhiều rồi. 3tr thôi ,290
279,0,jay không có vui đâu,291
280,3,"fan rách 5 củ cay, đoé bt nói j mở mồm parky",292
281,0,kiểu này t mà lên chửi có khi còn mượt hơn ý chứ,293
282,2,"thấy hay là được hỏi hỏi lắm cl, cmay làm được gì cho xh rồi mà đòi hỏi lắm thế ?",294
283,0,nhìn xuanpac cứ giống vi ngọc lan kiểu j ý,295
284,2,trẻ ranh giờ toán rác. pbvm giống bọn thượng đẳng ngoại quốc nhỉ. s kg biến mẹ khỏi đất vn đi cho đỡ ô nhiễm,296
285,-1,câu nào pbvm thế??,297
286,0,phát biểu văn minh,298
287,-1,đọc bl ở dưới xem có pbvm kh,299
288,0,mày đang nói với bài đăng mà.thằng nào pbvm thì chửi thằng đó mày đem lên bài đăng làm j.,300
289,0, username  tĩnh nào anh zai. đây là sân chơi có  username  củ đàng hoàng,301
290,0,ngta đang nói mấy thằng cmt “parky namki” ở dứoi kìa,302
291,2,chả hiểu hay ở đâu chửi bậy thế này bảo sao ngôn từ nó xuất phát từ đầu đường xó chợ,303
292,-1,mày lon vai,304
293,2,v chắc có cả mấy đứa bl pbvm lớn tuổi username username ng não không phát triển rồi,305
294,0,cali k chỗ chĩa mõm ở đây,306
295,0,bọn nó là cali mà việt nam có chứa bọn này đâu,307
296,2,đúg rap j  username  chủi nhau lời rap thô tục,308
297,-1,jak 5 củ đấy hả,309
298,0,10₫ ng anh em,310
299,-1,nghe vui v=)),311
300,2,nhìn mặt nó rap tỉnh queo càng mắc cười ,312
301,0,n username y xưa ở quê tui buổi tối ra đường là thấy đom đóm bay  username  rực mà bây giờ lâu lâu mới thấy đc 1 con ,313
302,-1, username  kiều là kiều nhi  username   username  trời chuấtt,314
303,0,tao nuôi con 5tr. m username nó thâm ;)))) nuôi corgi hả,315
304,-1,nuôi con chích choè ,316
305,-1,tội bé sol m ,317
306,0,jack username buồn,318
307,-1,cayyyyy username kkkk,319
308,-1,cười username sảng,320
309,-1,hay username chưa??,321
310,0,đạp người khác xuống để đc nổi hơn đây mà.,322
311,0,mặt ông cố này hài thật sự,323
312,0,này không ghẹo bạn,324
313,0,rap hay thế,325
314,-1,fan jack đâu ,326
315,3,parky chữi đc đấy,327
316,-1,phân username cali,328
317,0,"cali gì thằng này , nó ở miền nam thẳng căng đấy chứ cali nào",329
318,2,"miền nam thì sao??bạn bt tại sao thủ username username k đặt ở miền nam k.vì miền nam muốn theo tây,mất công giải phóng nó xong bh nó muốn phản động",330
319,2,miền nam hay k thì nó cũng pbvm mẹ r:),331
320,0,bố xin lỗi con trai nhé,332
321,-1,ok username username rất vui nanki,333
322,3,parky gang bang m username mày hay gì mà uất ức ,334
323,3,namky cay ,335
324,3,cali username username tả đc đấy,336
325,-1,túi lọc trà,337
326,3,chửi bọn namquỳ m đấy,338
327,2,lới r làm sao cho người dưới nể đi,339
328,2,chú lớn rồi mà ăn nói j kì vậy chú,340
329,0,cho comment hay đấy ,341
330,2,trung  username  dan đom đóm,342
331,2,ngon vào táp,343
332,3,cali cũng kinh nhề,344
333,2,bọn m biết chửi nhau dell đâu lũ dân  username  thấp chỉ thôi,345
334,2,mẹ m bọn t còn chơi dc chứ nói gì dăm ba cái chữ :))),346
335,-1,:ϐׁׅ֒ố ׁׅ݊àᨮׁׅ֮ ỉɑׁׅ֮ ᥣׁׅ֪υׁׅôׁׅ ᥎ׁׅàᨵׁׅ ׁׅ݊ặtׁׅ ᝯׁả hׁׅ֮ọ ׁׅhׁׅ֮à ׁׅ݊àᨮׁׅ֮ ׁׅhׁׅ֮ɑׁׅ֮ tׁׅhׁׅ֮ằׁׅᧁׁ ׁׅᧁׁhׁׁׅׅ֮ệtׁׅ ׁׅ֒úᝯׁ,347
336,0,bố xin lỗi vì n username y ấy k dùng bao với mẹ con,348
337,0,ngoan tý anh cho xương,349
338,0,ngoan ngoan tí t còn cho cục xương,350
339,2,+1 gia phả hình tròn,351
340,2,30/4/1975 đầu bọn m nằm dưới chân ae t,352
341,3,chữi là gì bạn. tiếng cali à,353
342,-1,"""miền là mộ hậu  username  vững chắc"" của miền nam cậu bt không",354
343,-1,30/4/75,355
344,2,gia phả hình tròn hả con. mày gọi người đẻ ra mày là mẹ hay chị hay bà nội,356
345,-1,khạc username .phụt,357
346,2,ngọng thì rap sao đc,358
347,2,gia phả hình tròn à.khát lâu chưa cháu,359
348,-1,đóm cay à,361
349,2,ngu,362
350,0,câm các con,363
351,-1,"chữi là gì dạ, có trong từ điển tiếng việt à nhóc ",365
352,0,ngoan anh cho cục xương,366
353,0,"""bộ bn nghĩ v ngầu với hay lắm hả?"" nói c username ện cs username username ên rê dễ cưng lắm nè",367
354,2,m tuổi deo j chửi đc bằng bọn tao ,368
355,3,ko pk cali bỏ con à,369
356,3,trẻ con cali mất nc câm mồm cho ng lớn nch,371
357,2,sao lớn rồi mà ăn nói  username  bọn vô học thế,372
358,-1,thì bọn t nói cali chúng m đấy,373
359,2,người lớn nói c username ện còn thua 1 thg kid,374
360,3,"namkiki chửi  username  trẻ con , đ bao h thấm ",376
361,0,bt v t đã đeo bao vào ,377
362,0,đọc tên bố đi con zai,378
363,-1,cận username username ết,379
364,-1,jack con haha ,380
365,-1,n username ,381
366,2,đã fan rách lại còn cali à ?,382
367,0,mẹ mày nóng bỏng lắm con trai,384
368,-1,tg username kt,385
369,2,có lớn mà k có khôn,386
370,2,trẩu à con,387
371,2,bố mày chắc nhục với cả họ lắm khi đẻ ra loại  username  m,388
372,-1,30/4/1975,389
373,2,nhìn mặt là biết làm gì có nhận thức ,390
374,0,con nuôi của ráck,391
375,0,bảo đeo bao vào thì đéo nghe. chán,392
376,3,đâu  username  namki làm nô lệ bị câm,393
377,3,sao bằng memaychửi m khi biết m là calino hẳn bả batluc lắm,394
378,2,ngọng vlin. chữi là đ gì :)),395
379,-1,đóm con à cu,396
380,-1,chửi thằg  username  đấy hay là phải d,397
381,3,thế mới thấy bọn cali chúng m tuổi (.) sánh vai vs dân việt nam bọn tao,398
382,0,ko có ny là đúng r,399
383,-1,cứt username đâu ra đây,400
384,3,namki k chửi đc nvay cay hả,401
385,-1,pịa dê tươi ,402
386,-1,trẩu,403
387,3,chứ ai  username  namki chửi dẹo dẹo vậy đâu,404
388,0,thằng 9 vía,405
389,2,tên tấn  username  mà phát ngôn  username  concard vậy em,406
390,-1,nhạt,407
391,-1, username  thấy đang onl nên tag cho nghe hh,408
392,0,mắc cười nhất là cái mặt ổng :v,409
393,-1,ké,410
394,0,mời jack vào nghe ,411
395,2,cha bỏ con là có thiệt,412
396,0,sao hay dị qu username jack đã xem,413
397,0,tao chả hiểu đây là thể loại nhạc nào luôn,414
398,0,giống các cụ n username y xưa đối thơ thôi,415
399,0,"tạm gọi là đối kháng ko beat. thể loại này chơi vần hơi bị đỉnh, vì ko phải theo nhạc.",416
400,0,"nó là nhạc không  username thống, battle ground, chửi, khen, chê.  username ng cuối cùng k có j to tát đâu",418
401,0,mặc ổng tĩnh bơ,419
402,-1,jack 5 của haha,420
403,3,ko hiểu n username y xưa bắc vào hỗ trợ quân nam tới chiến tranh trung quốc năm ra hỗ trợ lại bắc còn bây giờ máy đứa trẻ người lớn cứ parky ăn c username rô cây namkiiki username username z,421
404,2,bố mẹ chúng nó là ae ruột mà bạn. kkkk,422
405,0,"bạn viết rành mạch , rõ ràng đc ko ???",424
406,0,ko tại bàn phím telex nó tự chỉnh ays,425
407,0,tôi thề là tôi ko hiểu ý ông viết j luôn,426
408,3, username username bọn cali nó khích có ngu mới tin ,427
409,-1,ko hiểu bro?,428
410,3,cali đúng mak cali là bán nc ko được ls ak,429
411,3, username username ac clon của bọn tq đấy nên đừng quan tâm,430
412,3,mấy tk cali muốn chia rẽ tình cảm ae 3 miền ấy mà,431
413,3,kèo này t theo parky,432
414,2,gia phả thằng này hình tròn ,433
415,-1,ồhhhh cali ko bỏ con:),435
416,-1,ồ vậy à cali,436
417,0,máy giặt nằm ngang,437
418,-1,cali username con:)),438
419,-1,nam.kiki,439
420,2,gia phả hình tròn ,440
421,2,30/4/1975 chúng mày chạy  username  chó,441
422,3,cali lớn r bt suy nghĩ tí đi về t cho bú sữa,442
423,-1,đỉnh,443
424,-1,parque,444
425,0,tội con tôi là con lai mỹ,445
426,-1,cali,446
427,3,theo mà liếm giày đi cali,447
428,-1,bỏ phe namkiki chạy theo bắc à,448
429,2,"việt nam nhân dân ái quốc hiện sử xưa nằm ngay trong tim tiền nhân bao năm, chẳng ngờ hậu thế chỉ vì một câu chia rẽ non sông",449
430,-1,ngoan thế cho cục xương gặm nhé nguỵ con,450
