label,comments,ID
0,hhh nhưng mà em thấy nội dung nó hơi ko có hiểu,134
0,dù hiểu đang khịa ai nma nội dung liên kết ấy ạ,135
-1,Đ có beat nó cứ kiểu gì í :))),136
-1,freestyle mà,137
0,"Tôi bt tôi cũng hay ra hồ giảng võ xem , nhưng mà thích nghe beat hơn ",138
0,Mấy cái này muốn có beat cũg đc nhưg mà hình như ít bên nc ngoài cũg z,139
0,này là battle no beat chứ k phải freestyle,140
0,No beat nó k phải freestyle,141
0,Bộ môn này là ko beat mà ,142
0,Bt mà ,143
2,thế bạn hiểu gì về rap ?,144
0,T đ hiểu gì về rap nhưng t chơi dc freestyle t đớp dc boom bap t xoáy dc trap beat t nhảy dc type beat :/ mới chơi freestyle dc 2 năm b ơi :(( còn nghe rap thì từ lúc nào ko nhớ ạ ,145
2,B đọc hiểu có vấn đề à mà hỏi lại mình kiểu vậy ? Thế b hiểu gì về rap ?,146
0,Đây là nghệ thuật gì,147
0,này là chửi nhau hả,148
0,battle khen mà ông,149
0," sao tui thấy như kiểu chửi ý, chắc tại tui ko hợp cái này",150
2,ông ngây thơ thật kkk,151
0,đỉnh cao của chửi là tưởnng nó khen mình,152
0,Này là làm thơ bạn ơi,153
2,chửi. chửi rách 5 củ ,154
0,hài độc thoại à,155
-1,độc thoại khác ạ,156
0,Nhìn mặt ông này cứ như ông dưa leo ấy,157
-1,@_k_Trang_ thấm đii elm,158
-1,Thấm ko nổi á,159
3,Sao tụi bay cứ parky namky v,160
0,Có thể k phải Người VN,161
-1,hoặc b biết tại sao bf ít pbvm r đấy,162
-1,nhai á,163
2,gia phả hình tròn hay nói thế,164
2,domdom con nó cay,165
-1,Nick ảo tụi phản động ý mà,166
0,kệ mấy thằng lăng nhăng đó đi,167
-1,@dha @nguieen @hui @Ducsenpaiii clm hài,168
-1,hetcuu(  ŏ  ŏ ),169
-1,@kim châu hiểu k,170
0,hiểu nha,171
-1,@Doeee :v,172
2,Mặt buồn cười vchhh,173
0,@Thanh Ngân nhìn mặt nó kìaaaa bưm! thần thái thế ,174
0,Phải tag Đức Anh vào :))),175
0,jack ko bao giờ bỏ con,176
-1,tác xa từ bao và giờ ra,177
-1,@thww @Vieetz @kthuy. hay,178
-1,là s ta,179
2,khịa jack 5cu :),180
-1,ranh4,182
0,Pha khịa nay quá là vần luon,183
0,Quan trọng vẫn là thần thái nha,184
0,Nhìn mặt mà thấy nghiêm trọng vê lù,185
-1,@Đăng Như iu theế,186
0,mặt ổng hề ,187
-1,Nín cười giữ lắm đó =))))),188
-1,hài vkl ,189
-1,battle khen hả mn ,190
-1,Đúng rồi,191
0,Nhìn mặt ông Xuân Pắc buồn cười,192
0,Mặt anh ta tỉnh bơ ,193
0,Nói chung là. Jack thì t biết chứ thằng này thì t chịu. ,194
3,Bắc Nam là ae kí đầu cali,195
0,t cười vì cái mặt của ổg:),196
-1,Này là rap á,197
0,Đây là cụ tổ của rap,198
-1,hình như bất tiện khen giải trí thôi,199
-1,Rap dis á.,200
0,Battle khen dis đau ra,201
-1,Thấy kiểu dis á,202
0,Rap no beat! Có từ lâu r,203
-1,battle mà,204
0,chắc lần đầu xem nó thế,205
0,chửi nhau có vần,207
0,Bản chất của rap đó,208
-1,battle no beat,209
0,Rap no beat giải tự phát,210
-1,Uh đr,211
2,Rap gì kỳ vậy ?,212
0,Này rap battle mà ôg nên ko có beat,213
0,Sao nhìn eminem khác dữ vậy,214
-1,Có hai loại một loại có beat một ko có,215
0,Thấy trong phim eminem vẫn đấu như này nhưng có vần có nhịp đoàng hoàng mà ta đâu có giống đọc điếu như này,216
-1,Mỗi người style khác nhau th,217
2,Cái này là rap việt chứ k phải rap của người da màu đúng k  rap viẹt đã tiến hoá tới mức chơi 1 mình rồi,218
-1,có battle theo nhạc và battle no beat nha,219
2,Này giống là đối văn đối thơ nhau thì đúng hơn..chả thấy tính nhạc ở đâu thì sao gọi là nhạc rap???,220
0,Mệt ghê ta giải thích cho bọn m khản cổ r mà cứ kêu ko phải=)),221
0,Mấy cái này khỏi giải thích biết lâu rồi nhưng rõ ràng quan điểm đây ko phải là nhạc..trò chơi vui vẻ battle đối chữ vs nhau thì đúng,222
2,Bọn rap fan tháng 8 mà :)),223
0,Còn nói giống đọc văn điếu nữa chứ=)))),224
-1,rap fan ag,225
2,biết mà vẫn nói đc mấy câu này,226
0,Là khác quan điểm thế thôi..,227
2,Chịu ;))) mấy rap fan tháng 8,228
2,"khác qdiem thì đừng nghe chứ cái freestyle battle này under từ cái thời nào r,chứ rap fan thì nên nghe rạp Việt thôi chứ mấy này trình đâu nghe",229
2,Chắc nghe toàn mấy bài hot hot r bảo là rap fan=)),230
0,Nhưng mà coi mấy trận beef on stage này gieo vần đỉnh thật. Giờ kh còn ai battle nhau nữa coi mấy này đỡ thèm ,231
0,"Nói thật tôi vs nhiều ng khác nghe rap từ những thời LK,Eminem từ lâu lắm rồi và rất nhiều ng chả coi đây là nhạc..đừng ấu trĩ như vậy nữa..nhẹ nhàng khác quan điểm đừng thể hiện ok?",232
2,"ừ thế bạn nghe tuef thờinLK ,Eminem nói được câu đó thì bạn phải hiểu rõ cái thời under k đc biết đến nhiều thì nó rap như nào nhé ,ấu trĩ ? b đang nói b nghe xưa thì t kể chứ b lôi qdiem vào là sai r",233
0,"Thời trc nữa Tupac Biggie rap vẫn có tính nhạc vẫn feel quẩy theo dc nhé…còn thời LK,Eminem thì nhạc đã quá hay rồi ko bàn thêm",234
0,Thôi cứ tự vui với nhau đi  nhìn hài thật sự  như kiểu hài đọc thoại,235
0,"đây là rap battle no beat, không phải nhạc rap nhé vì nó không có tính nhạc.",236
0,"eminem là freestyle r, còn ô này là đấu ko nhạc",237
0,rap battle chứ có phải nhạc đâu mà đòi,238
0,bruh bọn mễ nó chơi trước luôn ấy chứ ở đó mà ko với chả no  no beat punchline bọn ló chơi lâuuuuu r,239
0,"đây là thể loại battle KOTD rap ko beat chuyên dùng để so punchline, fact, và cách đi flow, món này chỉ có miền Bắc là chơi nhiều vì trong Nam ko phổ biến môn này nên ko ai biết thôi",240
-1,Nhưng nó k đọc văn điếu ,241
0,"Eminem cũng chơi k nhạc kìa , nhưng nó k chơi văn điếu",242
0,"Môn đọc văn điếu này cũng có người chơi nhiều à , có mấy chỗ này đi xem hài cũng vui",243
0,"Đừng chỉ xem vài cái gameshow mà b đã nghĩ là mk hiểu hết về rap, trên truyền hình họ hướng tới nhiều lứa tuổi còn đây nó như là văn hoá gốc của rap",244
2,Văn hoá rap từ dân da màu  còn Rap Việt này tiếng hoá thành 1 loại văn điếu chơi 1 mình ,245
0,Cả rap game có mỗi eminem thôi à,246
0,Thế thì chú thử tra suppahotfire vs blueface đi nhé,247
2,"Nhưng ổng là rap god  t k chơi rap mà t cũng biết tên ổng , t ít nghe mà t cũng biết ổng , còn rap này giống hài đọc thoại t hay xem ",248
2," Thôi các bạn cứ đọc hài đi , nghe cũng hay hay",249
0,"Thế tại sao các chương trình đc mua từ nc ngoài vẫn phải đi theo kịch bản tựa bản gốc, rap từ da màu thì đi theo văn hoá gốc có sao đâu,b ko thích có thể lướt qua đv mà",250
2,"K tui k thích lướt qua , tui thích khịa cái lũ này dc k , t rảnh mà  nhìn hài độc thoại mà k bình luận 1 câu nó k thú vị",251
0,ôi anh đom đóm,252
0,Ráp chửi đó,254
-1,rft8,255
0,Sao mặt nó tỉnh dữ z ,256
0,Rất tỉnh và đẹp trai,257
-1,yes yes,258
3,parky là phe của Son tung nhé.,259
0,Điểm nhấn ở đấy đấy,260
3,parky,261
3,namky bỏ con cay,262
0,Phái cái biểu cảm ông này ghê ,263
-1,@yp h,264
-1,@Thuy Van Luong nhớ tới ai đó,265
3,t mê parky này ,266
3,namky,267
3,namkiki,268
2,cắn nhau kinh thế,269
2,ϐׁׅ֒ố ׁׅ݊àᨮׁׅ֮ ỉɑׁׅ֮ ᥣׁׅ֪υׁׅôׁׅ ᥎ׁׅàᨵׁׅ ׁׅ݊ặtׁׅ ᝯׁả hׁׅ֮ọ ׁׅhׁׅ֮à ׁׅ݊àᨮׁׅ֮ ׁׅhׁׅ֮ɑׁׅ֮ tׁׅhׁׅ֮ằׁׅᧁׁ ׁׅᧁׁhׁׁׅׅ֮ệtׁׅ ׁׅ֒úᝯׁ,270
-1,caliii,271
2,hình như tụi m lệch lạc nhận thức á. rõ là t nói t mê cái rap này mà thấy mấy đứa tay nhanh hơn não á  mà toàn thấy avatar hoạt hình vs trù tượng. bạn bè của nhau hả ,272
0,kiki lại đây cho xương nek,273
-1,Còn t mê mm,274
-1,mê cách m bị ngn hc,275
2,ảnh hưởng m à? mê cái cách m thích chĩa mõm vào việc k phải của m ,276
-1,em be banh bao chó : gâu gâu ẳg ẳg ứ ừ,277
-1,[],278
3,nammki là đom đóm hả,280
0,Lên mạng kick war chửi bới pvbm thì hay lắm hả bạn,281
3,Còn đỡ namky rap như tụng kinh,282
3,Sắp đến ngày giải phóng namky rồi đấy ,283
0,Jack đã xem và đánh giá,284
0,thích cái cách anh ấy nhịn cươid,285
2,Con tao mà nó học cái thẻ loại này chắc tao từ nó mất,286
0,Ơ đây là rap khen à ,287
-1,thì khen vế trước mà ,288
0,Má coi mà cừ ná thở ,289
2,Cái clip này t sẽ đăng khịa ck cũ t. Nuôi con 5tr mà cả lò nhà nó nghĩ nhiều rồi. 3tr thôi ,290
0,jay không có vui đâu,291
3,"fan rách 5 củ cay, đoé bt nói j mở mồm parky",292
0,Kiểu này t mà lên chửi có khi còn mượt hơn ý chứ,293
2,"Thấy hay là được hỏi hỏi lắm cl, cmay làm được gì cho xh rồi mà đòi hỏi lắm thế ?",294
0,nhìn xuanpac cứ giống vi ngọc lan kiểu j ý,295
2,Trẻ ranh giờ toán rác. Pbvm giống bọn thượng đẳng ngoại quốc nhỉ. S kg biến mẹ khỏi đất VN đi cho đỡ ô nhiễm,296
-1,câu nào pbvm thế??,297
0,phát biểu văn minh,298
-1,Đọc bl ở dưới xem có pbvm kh,299
0,mày đang nói với bài đăng mà.thằng nào pbvm thì chửi thằng đó mày đem lên bài đăng làm j.,300
0,bình tĩnh nào anh zai. đây là sân chơi có quy củ đàng hoàng,301
0,ngta đang nói mấy thằng cmt “parky namki” ở dứoi kìa,302
2,chả hiểu hay ở đâu chửi bậy thế này bảo sao ngôn từ nó xuất phát từ đầu đường xó chợ,303
-1,mày lon vai,304
2,V chắc có cả mấy đứa bl pbvm lớn tuổi nhưng não không phát triển rồi,305
0,cali k chỗ chĩa mõm ở đây,306
0,bọn nó là Cali mà việt nam có chứa bọn này đâu,307
2,Đúg rap j như chủi nhau lời rap thô tục,308
-1,Jak 5 củ đấy hả,309
0,10₫ ng anh em,310
-1,nghe vui v=)),311
2,Nhìn mặt nó rap tỉnh queo càng mắc cười ,312
0,ngày xưa ở quê tui buổi tối ra đường là thấy đom đóm bay sáng rực mà bây giờ lâu lâu mới thấy đc 1 con ,313
-1,@nhi kiều là kiều nhi @BNgoc @Vịt trời chuấtt,314
0,Tao nuôi con 5tr. Má nó thâm ;)))) nuôi corgi hả,315
-1,nuôi con chích choè ,316
-1,tội bé sol m ,317
0,jack buồn,318
-1,Cayyyyy kkkk,319
-1,Cười sảng,320
-1,Hay chưa??,321
0,đạp người khác xuống để đc nổi hơn đây mà.,322
0,mặt ông cố này hài thật sự,323
0,này không ghẹo bạn,324
0,rap hay thế,325
-1,fan jack đâu ,326
3,parky chữi đc đấy,327
-1,phân cali,328
0,"Cali gì thằng này , nó ở Miền Nam thẳng căng đấy chứ Cali nào",329
2,"Miền Nam thì sao??Bạn bt tại sao thủ đô k đặt ở miền nam k.Vì miền nam muốn theo tây,mất công giải phóng nó xong bh nó muốn phản động",330
2,miền nam hay k thì nó cũng pbvm mẹ r:),331
0,bố xin lỗi con trai nhé,332
-1,ok .. rất vui nanki,333
3,Parky gang bang má mày hay gì mà uất ức ,334
3,namky cay ,335
3,cali chính tả đc đấy,336
-1,Túi lọc trà,337
3,Chửi bọn namquỳ m đấy,338
2,lới r làm sao cho người dưới nể đi,339
2,chú lớn rồi mà ăn nói j kì vậy chú,340
0,cho comment hay đấy ,341
2,trung bình dan đom đóm,342
2,ngon vào táp,343
3,cali cũng kinh nhề,344
2,bọn m biết chửi nhau dell đâu lũ dân trí thấp chỉ thôi,345
2,mẹ m bọn t còn chơi dc chứ nói gì dăm ba cái chữ :))),346
-1,:ϐׁׅ֒ố ׁׅ݊àᨮׁׅ֮ ỉɑׁׅ֮ ᥣׁׅ֪υׁׅôׁׅ ᥎ׁׅàᨵׁׅ ׁׅ݊ặtׁׅ ᝯׁả hׁׅ֮ọ ׁׅhׁׅ֮à ׁׅ݊àᨮׁׅ֮ ׁׅhׁׅ֮ɑׁׅ֮ tׁׅhׁׅ֮ằׁׅᧁׁ ׁׅᧁׁhׁׁׅׅ֮ệtׁׅ ׁׅ֒úᝯׁ,347
0,bố xin lỗi vì ngày ấy k dùng bao với mẹ con,348
0,ngoan tý anh cho xương,349
0,Ngoan ngoan tí t còn cho cục xương,350
2,+1 gia phả hình tròn,351
2,30/4/1975 đầu bọn m nằm dưới chân ae t,352
3,Chữi là gì bạn. Tiếng cali à,353
-1,"""miền là mộ hậu phương vững chắc"" của miền nam cậu bt không",354
-1,30/4/75,355
2,gia phả hình tròn hả con. mày gọi người đẻ ra mày là mẹ hay chị hay bà nội,356
-1,Khạc...phụt,357
2,ngọng thì rap sao đc,358
2,gia phả hình tròn à.khát lâu chưa cháu,359
-1,Đóm cay à,361
2,ngu,362
0,Câm các con,363
-1,"chữi là gì dạ, có trong từ điển tiếng Việt à nhóc ",365
0,ngoan anh cho cục xương,366
0,"""bộ bn nghĩ v ngầu với hay lắm hả?"" nói chuyện cs duyên rê dễ cưng lắm nè",367
2,m tuổi deo j chửi đc bằng bọn tao ,368
3,Ko pk cali bỏ con à,369
3,trẻ con cali mất nc câm mồm cho ng lớn nch,371
2,Sao lớn rồi mà ăn nói như bọn vô học thế,372
-1,thì bọn t nói Cali chúng m đấy,373
2,người lớn nói chuyện còn thua 1 thg kid,374
3,"namkiki chửi như trẻ con , đ bao h thấm ",376
0,bt v t đã đeo bao vào ,377
0,đọc tên bố đi con zai,378
-1,cận huyết,379
-1,jack con haha ,380
-1,nhai,381
2,Đã fan rách lại còn Cali à ?,382
0,Mẹ mày nóng bỏng lắm con trai,384
-1,Tg kt,385
2,có lớn mà k có khôn,386
2,Trẩu à con,387
2,bố mày chắc nhục với cả họ lắm khi đẻ ra loại như m,388
-1,30/4/1975,389
2,Nhìn mặt là biết làm gì có nhận thức ,390
0,con nuôi của ráck,391
0,bảo đeo bao vào thì đéo nghe. chán,392
3,đâu như namki làm nô lệ bị câm,393
3,sao bằng memaychửi m khi biết m là calino hẳn bả batluc lắm,394
2,Ngọng vlin. Chữi là đ gì :)),395
-1,đóm con à cu,396
-1,chửi thằg trí đấy hay là phải d,397
3,thế mới thấy bọn cali chúng m tuổi (.) sánh vai vs dân Việt Nam bọn tao,398
0,ko có ny là đúng r,399
-1,Cứt  đâu ra đây,400
3,Namki k chửi đc nvay cay hả,401
-1,pịa dê tươi ,402
-1,trẩu,403
3,Chứ ai như namki chửi dẹo dẹo vậy đâu,404
0,Thằng 9 vía,405
2,Tên tấn trí mà phát ngôn như concard vậy em,406
-1,Nhạt,407
-1,@MyHuân thấy đang onl nên tag cho nghe hh,408
0,Mắc cười nhất là cái mặt ổng :v,409
-1,ké,410
0,Mời jack vào nghe ,411
2,cha bỏ con là có thiệt,412
0,sao hay dị quá Jack đã xem,413
0,tao chả hiểu đây là thể loại nhạc nào luôn,414
0,Giống các cụ ngày xưa đối thơ thôi,415
0,"tạm gọi là đối kháng ko beat. Thể loại này chơi vần hơi bị đỉnh, vì ko phải theo nhạc.",416
0,"nó là nhạc không chính thống, battle ground, chửi, khen, chê. nhưng cuối cùng k có j to tát đâu",418
0,mặc ổng tĩnh bơ,419
-1,jack 5 của haha,420
3,ko hiểu ngày xưa bắc vào hỗ trợ quân nam tới chiến tranh Trung quốc năm ra hỗ trợ lại bắc còn bây giờ máy đứa trẻ người lớn cứ parky ăn cá rô cây namkiiki haiz,421
2,Bố mẹ chúng nó là ae ruột mà bạn. Kkkk,422
0,"bạn viết rành mạch , rõ ràng đc ko ???",424
0,ko tại bàn phím telex nó tự chỉnh ays,425
0,tôi thề là tôi ko hiểu ý ông viết j luôn,426
3,toàn bọn cali nó khích có ngu mới tin ,427
-1,ko hiểu bro?,428
3,Cali đúng mak cali là bán nc ko được ls ak,429
3,toàn ac clon của bọn TQ đấy nên đừng quan tâm,430
3,mấy tk cali muốn chia rẽ tình cảm ae 3 miền ấy mà,431
3,kèo này t theo parky,432
2,Gia phả thằng này hình tròn ,433
-1,ồhhhh cali ko bỏ con:),435
-1,ồ vậy à cali,436
0,Máy giặt nằm ngang,437
-1,cali con:)),438
-1,Nam.kiki,439
2,Gia phả hình tròn ,440
2,30/4/1975 chúng mày chạy như chó,441
3,Cali lớn r bt suy nghĩ tí đi về t cho bú sữa,442
-1,đỉnh,443
-1,Parque,444
0,Tội con tôi là con lai Mỹ,445
-1,Cali,446
3,theo mà liếm giày đi cali,447
-1,bỏ phe namkiki chạy theo Bắc à,448
2,"Việt Nam nhân dân ái quốc hiện sử xưa nằm ngay trong tim tiền nhân bao năm, chẳng ngờ hậu thế chỉ vì một câu chia rẽ non sông",449
-1,ngoan thế cho cục xương gặm nhé nguỵ con,450
0,cay quá rùi uống nước cho bớt cay đi bạn ,451
0,thế bạn có nước ko,452
2,còn mày muốn uống cũng không có nước để uống,453
3,có 1 bô này húp anh kẻo parky giành hết,454
2,gia phả bạn trên trời nhìn xuống thấy vậy hạnh phúc nhỉ,455
3,trong nam tụi tao toàn uống nước lọc thui đâu có uống nước pịa như ai kia,456
2,tôi cũng người nam thấy nhiều nước không có nước như bạn lắm,457
2,cali kiêm chả thằng bỏ con à domli à,458
2,tôm sông sứa biển,459
-1,vì m cũng là paky...kkk,460
-1,cận huyết,463
-1,nammki là đom đóm,465
-1,ô namkiki,467
-1,M theo mỹ cali rồi lm j còn cửa,468
-1,fan dom 5cu,470
-1,cho phải theo chủ nha,472
-1,ờm nước của m đâu ,473
-1,Bọn Nô lệ pháp,475
-1,ko theo bố mỉ nx à s lại theo cs r,477
3,Còn namkiki theo cali :))),478
-1,Thì ?,479
3,Nam kay toàn bọn ko cha cho ăn học vậy ah ,480
2,"im lặng nào cô bé bán thân, tí anh cho xương",481
0,đéo ai cho m theo,483
3,tụi parky cắn quá ngoan nào tí toi ăn trưa còn sương cho ,484
3,tộc khmer cút,485
-1,ngoan tí anh cho sương,486
2,có lớn không có khôn,487
