,label,comments,ID
19,2,"anh rể mình cũg ngoại tình , về bỏ vợ và 2 con , giờ lấy vợ mới nuôi con người ta , cho mẹ ruột thuê nhà khác ở riêng giờ suốt nhiều username y nợ chu cấp , vậy anh đó khổ",17
20,0,"hay chị gái mình khổ , bao nhiêu năm vất vả lo toan gdinh giờ tay trắg . người chọn con đường sai không nên đổ lỗi cho hoàn cảnh",18
21,2,ủa  ông ơi.vậy ai chăm con. ông đi làm cả tháng rảnh cho con  ông năm triệu.vậy  ông không tính vợ  ông nghỉ làm chăm con.thế ốm đau hay những nhiều username y con không đi học vợ  ông pải nghỉ làm để trông con.sao  ông lại suy nghĩ nthe nhỉ,19
22,0,đừng lấy  username kiến cá nhân nói nữa bạn.cố suy xét hoàn cảnh ý,20
23,2,chả ai nói năm triệu nhỏ. cái người ta nói là câu cái username ện đằng sau đó. sao cứ phải lên giọng trịch thượng trong khi còn không hiểu rõ cái vấn đề,21
24,2,rồi bạn nghỉ 1 đứa con gái vừa làm nuôi con mà có nhận được trợ cấp có năm triệu bạn nghỉ năm triệu đó to qu username nuôi tốt 1 đứa trẻ à,22
25,0,người ta nói là năm triệu so sánh với thu nhập cao của jack chứ không ai phán xét số năm triệu đó ít hay nh. nuôi con chẳng bh là đủ cả nếu muốn con bằng bạn bằng bè,23
26,0,"công dân  username  thường thì ai nói bác ơiquả này là hót họt người ta mới đáng nhắc tới chứ bác..bác căng thế,",24
27,2,"chấp làm gì đám thanh niên tik tok này hả bác  chắc gì tụi nó chửi bới ở đây, tháng làm ra được nổi năm triệu chứ ",25
28,0,căn bản lượng thu nhập là bao nhiêu mày kiếm vài trăm  trời một tháng chu cấp cho con vỏn vẹn năm triệu ở thành phố lớn năm triệu không đủ tiền sinh hoạt cho trẻ,26
29,0,người ta giáp người ta bảo nuôi con năm triệu của ai đó  username người người ta có chê 5 triệu đó bé đâu,27
30,0,vậy bạn có con chưa bạn ơi.chưa kể lúc ốm đau hay con đi viện bạn nhỉ.tiền sữa ăn học không cũng năm triệu nhé.,28
31,1, thử đi lấy vợ rồi có con riêng xem   về bảo bố mày vậy nhá,29
32,2,5  username   1 jack đó ạ,30
33,2,ông cháu không biết cái gì cả.bó ra bao nhiêu tiền gặp messi  username người nuôi con năm triệu 1 tháng,31
34,0,"vậy chắc bạn rất vất vả mới kiếm được năm triệu nên bạn nghĩ nó to , tôi nghèo  username g 1 tháng 2 con hơn chục không đủ lo cho con bạn nhé",32
39,0,không biết vụ messi với jack à  bạn,33
40,0,jack lấy hình ảnh messi vào mv khi không xin phép đó,34
41,0,"sai rồi bao nhiêu, câu đấy là câu để chốt là  thắng rồi ý, câu  trước  xong vụ này  đi là  username  màn rap ý bao nhiêu, vừa vần vừa nghĩa nhe",35
42,0,không có gì là không liên quan đâu ,36
43,0,vì nó thích ,37
44,0,xuanpac có cái biệt danh jayj thì thêm qka2 thành dây jqka2 chả báo sâm ,38
45,0,biết chơi sâm không bác vậy,39
46,0,mình lại không hiểu theo  username  đen ,40
49,0,đây là battle khen jay jqka2 báo sâm là đang khen bên kia chắc chắn thắng ấy ,41
50,0,cứ tưởng nó có liên quan đến  chơi khăm rách ,42
52,1,"câu thương hiệu của xuanpac, không có  username  gì cụ thể nhưng mà nó vui nhạc xuanpac mà không có jqka báo sâm chết con cụ mày đi thì không phải nhạc xuanpac",43
53,0,jay vậy là tên rapper còn jqka2 là báo sâm đó bạn ,44
54,0,cái này là battle khen đối thủ hả,45
64,1,rap kiểu lò gì vậy,46
67,1,rap  xạo lồn  username tuổi trẻ bây giờ nghe vậy là hay cười haha mà mình chả thấy hay ho gì,47
68,1,rap cai  lồn que,48
69,2,"hiểu đơn giản là rap nâng tầm đối thủ, còn nói nó thô  tí là rap tự nhục",49
70,0,má đến phần tao nuôi con 5  username  moẹ cười phột luôn may là không ăn cơm,50
72,2,văn ho username giới trẻ giờ nó lạ thật ,51
73,0,"cái này có từ chục năm  trước rồi,",52
74,0,giờ mới biết xong kêu bây giờ lạ ,53
75,0,này nó ra đời từ thời bạn chưa được nặn ra .,54
76,2,bọn này cho ăn học cho phí bạn,55
78,0,ông mới lạ  username ông ơi ,56
82,2,hỏng 1 thế hệ,57
85,0,bác lại overthingking rồi,59
86,1,hỏng thế   đéo nào lên án thứ đàn ông không có trách no mà hỏng là hỏng chỗ mẹ nào hay you là jack thứ 2 ,60
88,2,cụ đi tàu sáu ván rồi mà con cháu vác lên cho chết lần nữa. chịu thế hệ,61
89,2,Jack không cay đâu ,62
90,0, ông ngườ đi anh em,63
91,0, ông người  anh em ,64
92,0," ông ngườ đi anh em , đi comment dạo à",65
93,0,chắc là không cay đâu,66
95,2,nó có coi mấy loại này đâu mà cay,68
96,2,thì nó có phải rapper đâu mà coi ,69
97,0,nhầm.  sơn tùng và Jack đều biết rap và xuất nghề có liên quan tới rap,70
98,2, username người giờ ai công nhận  rách là  rapper ,71
99,2,mà rap được vài câu cũng được gọi là  rapper thì anh cũng đã là  rapper rồi,72
101,2,rap hay là hài độc thoại vậy,74
102,0,hài độc thoại gọi battle rap bằng cụ,75
103,0,battle rap gọi hài đọc thoại bằng ông nội,76
104,2,chả ai cãi làm gì. 1 cái phải mồi setup cả buổi để chốt câu cuối nhạt nhẽo 1 cái cứ 2 câu 1 câu setup 1 punchline chốt liên tục cả trận thì đủ hiểu cái nào hay hơn rồi ,77
105,0,"battle no beat rap, cho ai chưa biết đây là 1 trong những cái nôi sinh ra phúc du",78
106,0,cười hơn hài độc thoại ,79
107,2,đây là battel rap no beat việc học quan trọng lắm con,80
108,1,cho hỏi là rap thì liên quan con mẹ gì vãi cức học,81
109,1,mày không học thì mày comment là hài độc thoại à  chứ mày biết nó là cái  đéo gì,82
110,1,"học flow, học vần, học punchlinehọc kiến thức xã hội để battle chứ  con cặc gì",83
111,0,battel cơ à ,84
112,0,mình cũng thấy hợp với hài độc thoại. hay ai gửi cho rách hộ cái,85
113,0,battle rap nó thế mà,86
115,0,chuẩn mà bạn. động vào idol mến à không,87
116,0,không. bạn là nhất,88
117,0,chương trình gì đây  anh em,89
120,0, nó vẫn là dissneeland chẳng qua số 9 không  username thuỷ nên mc ill lấy xneeland  bạn nhé,90
121,0,đây là dissneeland 9 đó ,91
122,0,dissneeland 9 có lâu rồi nhưng mà chỉ cho thành viên đăng ký trên youtube xem được thôi,92
123,0,x  username là 9 đó bạn ,93
124,0,the voice kid nhé bạn,94
126,0,giờ  username người mà em thấy nội dung nó hơi không có hiểu,95
127,0,dù hiểu đang khịa ai nhưng mà nội dung liên kết ấy ạ,96
130,0,"tôi biết tôi cũng hay ra hồ giảng võ xem ,  username người mà thích nghe beat hơn ",97
131,0,mấy cái này muốn có beat cũg được  nhưng mà hình như ít bên nước ngoài cũg vậy,98
132,0,này là battle no beat chứ không phải freestyle,99
133,0,no beat nó không phải freestyle,100
134,0,bộ môn này là không beat mà ,101
136,2,thế bạn hiểu gì về rap ,103
137,0,tao  đéo hiểu gì về rap  username người tao chơi được freestyle tao đớp được boom bap tao xoáy được trap beat tao nhảy được type beat / mới chơi freestyle được 2 năm bạn ơi  còn nghe rap thì từ lúc nào không nhớ ạ ,104
138,2,bạn đọc hiểu có vấn đề à mà hỏi lại mình kiểu vậy  thế bạn hiểu gì về rap ,105
139,0,đây là nghệ thuật gì,106
140,0,này là chửi nhau hả,107
141,0,battle khen mà ông,108
142,0," sao tui thấy  username  kiểu chửi ý, chắc tại tui không hợp cái này",109
143,2,ông ngây thơ thật không,110
144,0,đỉnh cao của chửi là tưởnng nó khen mình,111
145,0,này là làm thơ bạn ơi,112
146,2,chửi. chửi rách  năm triệu ,113
147,0,hài độc thoại à,114
149,0,nhìn mặt ông này cứ  username  ông dưa leo ấy,115
152,3,sao tụi bay cứ  bắc kỳ nam kỳ vậy,116
153,0,có thể không phải người  việt nam,117
156,2,gia phả hình tròn hay nói thế,118
157,2,domdom con nó cay,119
159,0,kệ mấy thằng lăng nhăng đó đi,120
165,2,mặt buồn cười vãi chưởng,122
166,0, username  ngân nhìn mặt nó kìa bưm thần thái thế ,123
167,0,phải tag  username  anh vào ,124
168,0,jack không bao giờ bỏ con,125
172,2,khịa jack  năm triệu ,126
174,0,pha khịa nay qu username là vần luon,127
175,0,quan trọng vẫn là thần thái nha,128
176,0,nhìn mặt mà thấy nghiêm trọng vê lù,129
178,0,mặt ổng hề ,130
183,0,nhìn mặt ông xuân pắc buồn cười,131
184,0,mặt anh tao username nh bơ ,132
185,0,nói  username  là. jack thì tao biết chứ thằng này thì tao chịu. ,133
186,3,bắc nam là  anh em kí đầu  nam kỳ,134
187,0,tao cười vì cái mặt của  ổng,135
189,0,đây là cụ tổ của rap,136
192,0,battle khen dis đau ra,137
194,0,rap no beat có từ lâu rồi,138
196,0,chắc lần đầu xem nó thế,139
197,0,chửi nhau có vần,140
198,0,bản chất của rap đó,141
200,0,rap no beat giải tự phát,142
202,2,rap gì kỳ vậy ,143
203,0,này rap battle mà  ông nên không có beat,144
204,0,sao nhìn eminem khác dữ vậy,145
206,0,thấy trong phim eminem vẫn đấu như này nhưng có vần có nhịp đoàng hoàng mà ta đâu có giống đọc điếu như này,146
208,2,cái này là rap việt chứ không phải rap của người da màu đúng không  rap viẹt đã tiến ho username tới mức chơi 1 mình rồi,147
210,2,này giống là đối văn đối thơ nhau thì đúng hơn username chả thấy tính nhạc ở đâu thì sao gọi là nhạc rap,148
211,0,mệt ghê ta giải thích cho bọn mày khản cổ rồi mà cứ kêu không phải,149
212,0,mấy cái này khỏi giải thích biết lâu rồi  username người rõ ràng quan điểm đây không phải là nhạc..trò chơi vui vẻ battle đối chữ với nhau thì đúng,150
213,2,bọn rap fan tháng 8 mà ,151
214,0,còn nói giống đọc văn điếu nữa chứ,152
216,2,biết mà vẫn nói được mấy câu này,153
217,0,là khác quan điểm thế thôi username ,154
218,2,chịu  mấy rap fan tháng 8,155
219,2,"khác  quan điểm thì đừng nghe chứ cái freestyle battle này under từ cái thời nào rồi,chứ rap fan thì nên nghe rạp việt thôi chứ mấy này trình đâu nghe",156
220,2,chắc nghe  username  mấy bài hot hot rồi bảo là rap fan,157
221,0, username người mà coi mấy trận beef on stage này gieo vần đỉnh thật. giờ không còn ai battle nhau nữa coi mấy này đỡ thèm ,158
222,0,"nói thật tôi với nhiều người khác nghe rap từ những thời lk,eminem từ lâu lắm rồi và rất nhiều người chả coi đây là nhạc..đừng ấu trĩ  username  vậy nữa..nhẹ nhàng khác quan điểm đừng thể hiện  đồng ý",159
223,2,"ừ thế bạn nghe  từ thờinlk ,eminem nói được câu đó thì bạn phải hiểu rõ cái thời under không được biết đến nhiều thì nó rap  username  nào nhé ,ấu trĩ  bạn đang nói bạn nghe xưa thì tao kể chứ bạn lôi  quan điểm vào là sai rồi",160
224,0,"thời  trước nữa tupac biggie rap vẫn có tính nhạc vẫn feel quẩy theo được nhécòn thời lk,eminem thì nhạc đã qu username hay rồi không bàn thêm",161
225,0,thôi cứ tự vui với nhau đi  nhìn hài thật sự   username  kiểu hài đọc thoại,162
226,0,"đây là rap battle no beat, không phải nhạc rap nhé vì nó không có tính nhạc.",163
227,0,"eminem là freestyle rồi, còn  ông này là đấu không nhạc",164
228,0,rap battle chứ có phải nhạc đâu mà đòi,165
229,0,bruh bọn mễ nó chơi trước luôn ấy chứ ở đó mà không với chả no  no beat punchline bọn ló chơi lâu rồi,166
230,0,"đây là thể loại battle kotd rap không beat cái username ên dùng để so punchline, fact, và cách đi flow, món này chỉ có miền bắc là chơi nhiều vì trong nam không phổ biến môn này nên không ai biết thôi",167
232,0,"eminem cũng chơi không nhạc kìa ,  username người nó không chơi văn điếu",168
233,0,"môn đọc văn điếu này cũng có người chơi nhiều à , có mấy chỗ này đi xem hài cũng vui",169
234,0,"đừng chỉ xem vài cái gameshow mà bạn đã nghĩ là mình hiểu hết về rap, trên truyền hình họ hướng tới nhiều lứa tuổi còn đây nó  username  là văn hoá gốc của rap",170
235,2,văn hoá rap từ dân da màu  còn rap việt này tiếng hoá thành 1 loại văn điếu chơi 1 mình ,171
236,0,cả rap game có mỗi eminem thôi à,172
237,0,thế thì chú thử tra suppahotfire với blueface đi nhé,173
238,2," username người ổng là rap god  tao không chơi rap mà tao cũng biết tên ổng , tao ít nghe mà tao cũng biết ổng , còn rap này giống hài đọc thoại tao hay xem ",174
239,2," thôi các bạn cứ đọc hài đi , nghe cũng hay hay",175
240,0,"thế tại sao các chương trình được mua từ nước ngoài vẫn phải đi theo kịch bản tựa bản gốc, rap từ da màu thì đi theo văn ho username gốc có sao đâu,bạn không thích có thể lướt qua đv mà",176
241,2,"không tui không thích lướt qua , tui thích khịa cái lũ này được không , tao rảnh mà  nhìn hài độc thoại mà không  username  luận 1 câu nó không thú vị",177
242,0,ôi anh đom đóm,178
243,0,ráp chửi đó,179
245,0,sao mặt nó tỉnh dữ vậy ,180
246,0,rất tỉnh và đẹp trai,181
248,3, bắc kỳ là phe của  sơn tùng nhé.,182
249,0,điểm nhấn ở đấy đấy,183
251,3,nam kỳ bỏ con cay,185
252,0,phái cái biểu cảm ông này ghê ,186
255,3,tao mê  bắc kỳ này ,187
258,2,cắn nhau kinh thế,190
259,2,ϐׁׅ֒ố ׁׅ݊àᨮׁׅ֮ ỉɑׁׅ֮ ᥣׁׅ֪υׁׅôׁׅ ᥎ׁׅàᨵׁׅ ׁׅ݊ặtׁׅ ᝯׁả hׁׅ֮ọ ׁׅhׁׅ֮à ׁׅ݊àᨮׁׅ֮ ׁׅhׁׅ֮ɑׁׅ֮ tׁׅhׁׅ֮ằׁׅᧁׁ ׁׅᧁׁhׁׁׅׅ֮ệtׁׅ ׁׅ֒úᝯׁ,191
261,2,hình như tụi mày lệch lạc nhận thức á. rõ là tao nói tao mê cái rap này mà thấy mấy đứa tay nhanh hơn não á  mà  username  thấy  ảnh đại diện hoạt hình với trù tượng. bạn bè của nhau hả ,192
262,0, chó lại đây cho xương nek,193
265,2,ảnh hưởng mày à mê cái cách mày thích chĩa mõm vào việc không phải của mày ,194
268,3, nam kỳ là đom đóm hả,195
269,0,lên mạng kick war chửi bới pvbm thì hay lắm hả bạn,196
270,3,còn đỡ nam kỳ rap  username  tụng kinh,197
271,3,sắp đến nhiều username y giải phóng nam kỳ rồi đấy ,198
272,0,jack đã xem và đánh giá,199
273,0,thích cái cách anh ấy nhịn cươid,200
274,2,con tao mà nó học cái thẻ loại này chắc tao từ nó mất,201
275,0,ơ đây là rap khen à ,202
277,0,má coi mà cừ ná thở ,203
278,2,cái clip này tao sẽ đăng khịa chồng cũ tao. nuôi con năm triệu mà cả lò nhà nó nghĩ nhiều rồi.  ba triệu thôi ,204
279,0,jay không có vui đâu,205
280,3,"fan rách  năm triệu cay, đoé biết nói gì mở mồm  bắc kỳ",206
281,0,kiểu này tao mà lên chửi có khi còn mượt hơn ý chứ,207
282,2,"thấy hay là được hỏi hỏi lắm cái lồn, cmay làm được gì cho  xã hội rồi mà đòi hỏi lắm thế ",208
283,0,nhìn xuanpac cứ giống vi ngọc lan kiểu gì ý,209
284,2,trẻ ranh giờ toán rác.  phân biệt vùng miền giống bọn thượng đẳng ngoại quốc nhỉ. sao không biến mẹ khỏi đất  việt nam đi cho đỡ  ông nhiễm,210
286,0,phát biểu văn minh,211
288,0,mày đang nói với bài đăng mà.thằng nào  phân biệt vùng miền thì chửi thằng đó mày đem lên bài đăng làm gì.,212
289,0, username  tĩnh nào anh  trai. đây là sân chơi có quy củ đàng hoàng,213
290,0,người ta đang nói mấy thằng  bình luận  bắc kỳ nam kỳ ở  dưới kìa,214
291,2,chả hiểu hay ở đâu chửi bậy thế này bảo sao ngôn từ nó xuất phát từ đầu đường xó chợ,215
293,2,vậy chắc có cả mấy đứa  bình luận  phân biệt vùng miền lớn tuổi  username người não không phát triển rồi,216
294,0, nam kỳ không chỗ chĩa mõm ở đây,217
295,0,bọn nó là  nam kỳ mà việt nam có chứa bọn này đâu,218
296,2,đúg rap gì  username  chủi nhau lời rap thô tục,219
298,0,10₫ người anh em,220
300,2,nhìn mặt nó rap tỉnh queo càng mắc cười ,221
301,0,ngày xưa ở quê tui buổi tối ra đường là thấy đom đóm bay  username  rực mà bây giờ lâu lâu mới thấy được 1 con ,222
303,0,tao nuôi con năm triệu. mày username nó thâm  nuôi corgi hả,223
310,0,đạp người khác xuống để được nổi hơn đây mà.,225
311,0,mặt ông cố này hài thật sự,226
312,0,này không ghẹo bạn,227
313,0,rap hay thế,228
315,3, bắc kỳ chửi được đấy,229
317,0," nam kỳ gì thằng này , nó ở miền nam thẳng căng đấy chứ  nam kỳ nào",230
318,2,"miền nam thì saobạn biết tại sao thủ  username không đặt ở miền nam không.vì miền nam muốn theo tây,mất công giải phóng nó xong bh nó muốn phản động",231
319,2,miền nam hay không thì nó cũng  phân biệt vùng miền mẹ rồi,232
320,0,bố xin lỗi con trai nhé,233
322,3, bắc kỳ gang bang mày username mày hay gì mà uất ức ,234
323,3,nam kỳ cay ,235
324,3, nam kỳ  username tả được đấy,236
326,3,chửi bọn namquỳ mày đấy,237
327,2,lới rồi làm sao cho người dưới nể đi,238
328,2,chú lớn rồi mà ăn nói gì kì vậy chú,239
329,0,cho comment hay đấy ,240
330,2,trung  username  dan đom đóm,241
331,2,ngon vào táp,242
332,3, nam kỳ cũng kinh nhề,243
333,2,bọn mày biết chửi nhau   đéo đâu lũ dân  username  thấp chỉ thôi,244
334,2,mẹ mày bọn tao còn chơi được chứ nói gì dăm ba cái chữ ,245
336,0,bố xin lỗi vì nhiều username y ấy không dùng bao với mẹ con,246
337,0,ngoan  tí anh cho xương,247
338,0,ngoan ngoan tí tao còn cho cục xương,248
339,2,1 gia phả hình tròn,249
340,2,30/4/1975 đầu bọn mày nằm dưới chân  anh em tao,250
341,3,chửi là gì bạn. tiếng  nam kỳ à,251
344,2,gia phả hình tròn hả con. mày gọi người đẻ ra mày là mẹ hay chị hay bà nội,252
346,2,ngọng thì rap sao được,253
347,2,gia phả hình tròn à.khát lâu chưa cháu,254
350,0,câm các con,256
352,0,ngoan anh cho cục xương,257
353,0,bộ bao nhiêu nghĩ vậy ngầu với hay lắm hả nói chuyện  cuộc sống  username ên rê dễ cưng lắm nè,258
354,2,mày tuổi deo gì chửi được bằng bọn tao ,259
355,3,không  biết  nam kỳ bỏ con à,260
356,3,trẻ con  nam kỳ mất nước câm mồm cho người lớn  nói chuyện,261
357,2,sao lớn rồi mà ăn nói  username  bọn vô học thế,262
359,2,người lớn nói cái username ện còn thua 1  thằng kid,263
360,3,"nam kỳ chửi  username  trẻ con ,  đéo bao giờ thấm ",264
361,0,biết vậy tao đã đeo bao vào ,265
362,0,đọc tên bố đi con  trai,266
366,2,đã fan rách lại còn  nam kỳ à ,267
367,0,mẹ mày nóng bỏng lắm con trai,268
369,2,có lớn mà không có khôn,269
370,2,trẩu à con,270
371,2,bố mày chắc nhục với cả họ lắm khi đẻ ra loại  username  mày,271
373,2,nhìn mặt là biết làm gì có nhận thức ,272
374,0,con nuôi của ráck,273
375,0,bảo đeo bao vào thì  đéo nghe. chán,274
376,3,đâu  username  nam kỳ làm nô lệ bị câm,275
377,3,sao bằng memaychửi mày khi biết mày là calino hẳn bả  bất lực lắm,276
378,2,ngọng  vãi lồn. chửi là  đéo gì ,277
381,3,thế mới thấy bọn  nam kỳ chúng mày tuổi . sánh vai với dân việt nam bọn tao,278
382,0,không có ny là đúng rồi,279
384,3,nam kỳ không chửi được  như vậy cay hả,280
387,3,chứ ai  username  nam kỳ chửi dẹo dẹo vậy đâu,281
388,0,thằng 9 vía,282
389,2,tên tấn trí mà phát ngôn  username   con cặc vậy em,283
392,0,mắc cười nhất là cái mặt ổng vậy,284
394,0,mời jack vào nghe ,285
395,2,cha bỏ con là có thiệt,286
396,0,sao hay  vậy qu username jack đã xem,287
397,0,tao chả hiểu đây là thể loại nhạc nào luôn,288
398,0,giống các cụ nhiều username y xưa đối thơ thôi,289
399,0,"tạm gọi là đối kháng không beat. thể loại này chơi vần hơi bị đỉnh, vì không phải theo nhạc.",290
400,0,"nó là nhạc không  username thống, battle ground, chửi, khen, chê. nhưng cuối cùng không có gì to tát đâu",291
401,0,mặc ổng tĩnh bơ,292
403,3,không hiểu ngày xưa bắc vào hỗ trợ quân nam tới chiến tranh trung quốc năm ra hỗ trợ lại bắc còn bây giờ máy đứa trẻ người lớn cứ  bắc kỳ ăn cá rô cây  nam kỳ  username vậy,293
404,2,bố mẹ chúng nó là  anh em ruột mà bạn. không,294
405,0,"bạn viết rành mạch , rõ ràng được không ",295
406,0,không tại bàn phím telex nó tự chỉnh  ấy,296
407,0,tôi thề là tôi không hiểu ý ông viết gì luôn,297
408,3, username  bọn  nam kỳ nó khích có ngu mới tin ,298
410,3, nam kỳ đúng  mà  nam kỳ là bán nước không được ls  à,299
411,3, username  anh chị clon của bọn tq đấy nên đừng quan tâm,300
412,3,mấy thằng  nam kỳ muốn chia rẽ tình cảm  anh em 3 miền ấy mà,301
413,3,kèo này tao theo  bắc kỳ,302
414,2,gia phả thằng này hình tròn ,303
417,0,máy giặt nằm ngang,304
420,2,gia phả hình tròn ,305
421,2,30/4/1975 chúng mày chạy  username  chó,306
422,3, nam kỳ lớn rồi biết suy nghĩ tí đi về tao cho bú sữa,307
425,0,tội con tôi là con lai mỹ,308
427,3,theo mà liếm giày đi  nam kỳ,309
429,2,"việt nam nhân dân ái quốc hiện sử xưa nằm ngay trong tim tiền nhân bao năm, chẳng ngờ hậu thế chỉ vì một câu chia rẽ non sông",310
431,0,cay qu username rùi uống nước cho bớt cay đi bạn ,311
432,0,thế bạn có nước không,312
433,2,còn mày muốn uống cũng không có nước để uống,313
434,3,có 1 bô này húp anh kẻo  bắc kỳ giành hết,314
435,2,gia phả bạnhiều trên trờ đi nhìnhiều xuốngười thấy vậy hạnh phúcái nhỉ,315
436,3,trong nam tụi tao  username  uống nước lọc thôi đâu có uống nước pịa như ai kia,316
437,2,tôi cũng người nam thấy nhiều nước không có nước  username  bạn lắm,317
438,2, nam kỳ kiêm chả thằng bỏ con à domli à,318
439,2,tôm sông sứa biển,319
450,3,còn nam kỳ theo  nam kỳ ,320
452,3,nam kay  username  bọn không cha cho ăn học vậy  à ,321
453,2,"im lặng nào cô bé bán thân, tí anh cho xương",322
454,0, đéo ai cho mày theo,323
455,3,tụi  bắc kỳ cắn qu username ngoan nào tí toi ăn trưa còn sương cho ,324
456,3,tộc  khơ me cút,325
458,2,có lớn không có khôn,326
459,0,alo mày cỏ mày mọc đến đâu rồi,327
460,0,nuôi con 5  username  là sao vậy không hiểu,328
462,0,đom đóm cay  đỏ dái,329
463,3, bắc kỳ đỉnh thật,330
464,3, bắc kỳ chửi thấm thiệt,331
466,0,khét  vậy ta,332
467,0,nhìn quả tên là thấy chất rồi ,333
468,0, chó ngoan tí về nhà tao cho xương,334
469,0,mình thấy bố mẹ bạn giống nhau đó,335
471,0,hà nội ăn bobo cho ngựa,336
472,3,những thằng kêu  bắc kỳ hay nam kỳ gì đấy  username  ci phân biệt miền à 3 miền ở  việt nam là  anh em 1 nhà mà,337
473,2,"kệ đi bạn, gia phả hình tròn chấp làm gì",338
476,3, bắc kỳ rap battle,339
477,0,bài cho người nghe chứ đâu phải sinh viên nghe ,340
480,0,nô lệ  nam kỳ mất nước,341
481,3,đúng là  bắc kỳ,342
482,3,nó là  nam kỳ không người mình nhé,343
484,2,bọn phổng đạn dẫn giặc về đánh đất nước,344
486,0,viết tắt từ california ở mỹ,345
487,3,nên phản là  nam kỳ chứ bảo nam kỳ bạn lại bị chửi đấy,346
490,0,những  bình luận  username  thế này thì tốt nhất đừng  bình luận lại làm gì kệ nó đi,347
491,3,nam kỳ là sao vậy bạn mình thấy mấy đứa này hay đi phân tộc lắm nè bạn,348
492,0,nó là bọn phản động công kích không phải người việt nam bạn ơi đừng nói  username  vậy tội những người niền nam yêu nước ,349
494,0,kiểu  nam kỳ là một tiểu bang củ mỹ hoặc một địa phận quốc gia nào đó tui không rõ từ đó dùng để chỉ những  thằng phản quốc,350
495,0,phân bón trồng cây ấy bạn,351
496,2,mày với nó khác gì nhau,352
497,0,ngoan nào lát tao cho xương gặm,353
499,0,tao miền trung,354
500,3,đúng là nam kỳ  năm triệu,355
501,2,"tôm sông, sứa biển chỉ đến thế ",356
503,0, bắc kỳ  username là phóng khoáng an nhàn rực rỡ khỏe mạnh yêu nước,357
508,2, username ết thống không biết có bị pha tạp nhiều không,360
509,0,đúng là  nam kỳ,361
516,2,đúng là gia phả hình tròn rồi,362
517,0,về bú sữa mẹ đi cu,363
519,1,pigheaded  nam kỳ  không nhà  địt mẹ,364
521,2,gia phả hình tròn à,365
526,0,có con đóm nè mọi người,366
527,3,đố mày  bắc kỳ là gì hahahahahaha không biết thì đừng lên tiếng phân biệt chủng tộc lắm em à ,367
528,0, username à fan rách này,368
530,2,thằng cận  username ết được cái ho trên mạng,369
531,0,"không có xương cho mày đâu, cút đi",370
533,2,lồn mẹ phân biệt vãi cả lồn .  username người bớt những  bình luận vậy đi . mất giá trị ông bà già cho đi học lắm nghen,371
534,2,đúng vừa  nam kỳ vừa bỏ con ,372
535,0,đúng là đóm con,373
536,0,ngoan lát vứt cho cục xương nh username không lại nhốt đấy,374
538,2,gia phả thằng này cũng hình tròn,375
539,2,im đi thằng mất sài gòn,376
541,0,chỉ giãy được thế thôi à,377
543,0,chắc là fan Jack rồi,378
544,0,lũ mất gốc,379
547,3,úi nô lệ  nam kỳ mất nước mõm trên mạng,380
553,0,đúng là đom đóm,382
554,3,sao mọi người cứ vào nói lại với bọn  nam kỳ làm gì vậy,383
555,3,thấy hay thì like cho  bắc kỳ bọn tui nhé bọn vùng núi cao rừng thẳm,384
